date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:00	210/210	---M--	404	error ('Page%20Not%20Found')	text/html	date:Fri,%2025%20Jan%202019%2006:44:41%20GMT	https://www.valleyprepredlands.org/restserver.php	C:/My%20Web%20Sites/new%20school/www.valleyprepredlands.org/restserver.8e.delayed	(from https://connect.facebook.net/en_US/sdk.js)
12:15:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:42%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/grabbing.png	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/grabbing.png	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/OwlCarousel.css)
12:15:02	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:43%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/AjaxLoader.gif	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/AjaxLoader.gif	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Owl%20Carousel%20Plugin/OwlTheme.css)
12:15:04	101455/101455	---M--	200	added ('OK')	image/png	etag:%221f832dd5468d0fce805cbc3cf73064a7%22	https://tb2cdn.schoolwebmasters.com/accnt_369372/site_369373/Graphics/graphic_scheduleclassroom.png	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_369372/site_369373/Graphics/graphic_scheduleclassroom.png	(from https://www.valleyprepredlands.org/Schedule-a-Classroom-Visit)
12:15:05	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/ajax-loader.gif	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/ajax-loader.gif	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:06	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:46%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.eot	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.eot	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:06	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:46%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.eot?	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slickd41d.eot	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:06	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:47%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.woff	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.woff	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:07	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:48%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.ttf	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.ttf	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:08	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:48%20GMT	https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.svg	C:/My%20Web%20Sites/new%20school/tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/fonts/slick.svg	(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
12:15:09	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2025%20Jan%202019%2006:44:49%20GMT	https://tb2cdn.schoolwebmasters.com/robots.txt		(from https://tb2cdn.schoolwebmasters.com/accnt_1/site_13146/Slick%20Slideshow/slick-theme.css)
